id,submission_id,disputed_by,resolved_by,created_at,resolved_at,status,reason,resolution_notes,attachment_url
50,232,25,null,11/24/2025 4:58:38 PM,11/25/2025 5:16:08 AM,ADJUSTED,"Excluding scripting, did the agent use the Knowledge Base correctly? - Seeking clarity as this interaction cannot use the KB as the issue reported is a ""beeping"" sound within the player-one. 



Were appropriate and relevant questions asked?
I inquired about how often the player beeps, I inquired about if the customer attempted to adjust his audio cable and notice any differences in the beeps. 



Did the agent wait for the customer to hang up first?
I didn't wait for the customer to hang up because he didn't disconnect the call almost 2-3 minutes after the interaction ended as seen in the transcript. The call was disconnected so that I could continue work.","The score was adjusted for the question, ‘Did the agent wait for the customer to hang up first?’ It appears we will need to update the KB to clarify that CSRs should not remain on the line in silence for an extended period if the customer does not disconnect.

For the question, ‘Were appropriate and relevant questions asked?’ the agent did not use the Music Players Supported by Dynamic Media KB page to accurately describe and verify the customer’s device.

For the question, ‘Excluding scripting, did the agent use the Knowledge Base correctly?’ the agent did not escalate the customer’s question as required by the Policy – Asking Questions and Providing Answers KB page. The original score was 92.42%. Score has been updated.",null
51,250,12,null,11/24/2025 7:13:01 PM,11/26/2025 2:45:07 AM,REJECTED,"Were timeframes regarding support actions provided?
I let them know we would have an answer or more info by Monday

Was documentation done properly in task field?
Please let me know what I missed","The score remains unchanged following the review. The agent should have reached out immediately for assistance, and if no response was received, should have followed up with the customer by the end of the same day—around 4:30 p.m.—to provide an update, as required by the Policy – Asking Questions and Providing Answers KB page - http://know.crm.dm-us.com/books/operations-department-policies/page/policy-asking-questions-and-providing-answers. Because these required steps were not completed, the call process was not fully followed, and the audit score remains as originally assessed.""",null
52,248,23,null,11/24/2025 8:45:11 PM,11/25/2025 3:41:06 PM,ADJUSTED,"Was an accurate device ID / username entered?
while helping customer all info was entered device id that was unpaired and paired all info is in the notes ",The score was adjusted for Was an accurate device ID / username entered. CRM functionality will be reviewed. The original score was 94.16%. Score has been updated.,null
53,256,19,null,11/25/2025 1:39:10 PM,11/25/2025 10:02:02 PM,REJECTED,"would like to dispute this score because the reason listed is “no audio.” I do not understand what that means in this context. If there was truly no audio on the call, then I would not have known that during the interaction, and I should not be penalized for something I could not hear or was not aware of.

A call with no audio should not have been scored at all, and therefore I am requesting that this score be removed/deleted from my QA record.","The score remains unchanged following the review. “No audio available” just means you are unable to listen to the call in Qtip. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
54,261,20,null,11/25/2025 6:59:18 PM,11/25/2025 9:51:10 PM,REJECTED,Where should I have documented it?,"The score remains unchanged following the review. There was an existing open ticket on the account where the agent should have added notes Ticket #266945, instead of re-opening a closed ticket. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
55,271,20,null,11/26/2025 2:22:31 PM,12/2/2025 4:51:26 PM,ADJUSTED,I am selecting the extension provided to us by POC,"I adjusted the score regarding Did the agent attempt to leave a voicemail/message with the ticket/task contact, and Overall, did the agent miss any Methods of Contact steps. The agent used the extension that is in the Billing Contacts phone number. The original score was 82.27%. Score has been updated.",null
56,279,12,null,11/26/2025 6:57:29 PM,12/2/2025 5:30:53 PM,ADJUSTED,"Excluding scripting, did the agent use the Knowledge Base correctly?

Excluding scripting, I went over each point that KB recommends, including re-aiming the antenna, trying network based SXM and service call

He requested info for the alt services and the service call

I also do not see how I missed anything in CRM, as the Device ID is saved and the SAT radio was confirmed","I adjusted the score regarding Did the agent use the CRM correctly and Did the CSR complete CRM actions in a prompt timeframe. For the Knowledge Base section the agent combined approach 1 and approach 2 in one giant script instead of completing approach 1’s script and only moving on to the script in approach 2 if approach 1 did not resolve the customer's issue per the requirements of the KB page Satellite Radio Troubleshoot - The player displays ""No Signal"" or ""Acquiring Signal - http://know.crm.dm-us.com/books/job-tech-support/page/satellite-radio-troubleshoot-the-player-displays-no-signal-or-acquiring-signal. The original score was 88.53%. Score has been updated.",null
57,274,19,null,11/26/2025 10:28:28 PM,12/3/2025 1:00:06 AM,REJECTED,"I’m disputing this QA score because the call was evaluated before the interaction and account work were complete. I called the correct contact—the person who knows about the payment and could provide updated information—late in the day and documented follow-up in my notes. At that point, I was handling a ticket and updating the point of contact, not the full task. It is unreasonable to score the call before the follow-up could be completed, as I was actively working the account and giving the appropriate contact the opportunity to respond. And per my Supervisor , we want to talk to the person who got the money. Who going to pay the bill? Who knows how to pay the bill? Who can pay the bill? the call was made at the end of the day and done in order according to a Ticket - 1#CALL#EMAIL FOLLOW UP .. and although she knew about the money , I did not have time to call any other numbers and I documented a follow up / to update then ask Stephen or Matt ( and i did ) if they got a check   ","The score remains unchanged following the review. The call in question occurred on 11/25/2025, and I screenshared with the agent to demonstrate how to distinguish the call date from the evaluation date. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",/uploads/disputes/attachment-1764196108322-438333138.png
58,284,19,null,11/26/2025 10:55:33 PM,12/3/2025 1:06:59 AM,REJECTED,Specific examples from the call are needed to support this assessment.,"The score remains unchanged following the review. The agent did not provide the answer that is being disputed, and the reason per the requirements of the KB page QTIP - How to Accept or Dispute a Completed Review Form - http://know.crm.dm-us.com/books/general-support-instructions/page/qtip-how-to-accept-or-dispute-a-completed-review-form. As a result, the audit score remains as originally assessed.",null
59,286,20,null,12/1/2025 3:09:19 PM,12/3/2025 4:24:35 PM,REJECTED,"On the call flow for this, we do not have a script specific to this situation per http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-invoice-generated","The score remains unchanged following the review. The agent should have used the message script provided on the KB page Call Script: Invoice Generated - http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-invoice-generated. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
60,297,21,null,12/2/2025 6:34:55 PM,12/3/2025 5:57:01 PM,ADJUSTED,Please advise what was missed in the WFH category.,"Received information from the rep for 2 additional questions: Was the task next contact date set properly? & Was the task status set properly?
I adjusted the score regarding Was the task status set properly as the task is behind and currently set to the correct status based on touches made. As far as the next contact date it should have remained set to 11/26/2026 and for the work from home question I listened to the call and there’s loud banging in the background per the Policy - Work from Home policy in KB “The employee must ensure that their workspace is quiet” - http://know.crm.dm-us.com/books/company-policies-Hu5/page/policy-work-from-home.  The original score was 77.71%. Score has been updated.
",null
61,313,20,null,12/2/2025 9:46:47 PM,12/3/2025 2:29:05 AM,REJECTED,I didn't have time to ask if it was a new or existing issue because she went right into the issue. Not disputing the other miss.,"The score remains unchanged following the review. The agent had a chance to determine if this was a new or existing issue/request just after he said “yeah absolutely”. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
62,323,12,null,12/3/2025 6:25:57 PM,12/4/2025 7:56:01 PM,REJECTED,"Was the classification / subclassification set accurately?
This was a special shipping instruction ticket so the upgrade could be delivered. This is the process in KB per http://know.crm.dm-us.com/books/job-tech-support/page/sxm-brew-how-to-offer-a-free-upgrade-to-the-sxbr3

It also says the resolution was not marked correctly.

The player was shipped and package delivered

Please assess and let me know if I misunderstood anything","The score remains unchanged following the review. The agent should have completed all troubleshooting/ set up support in the tech support Ticket 267139 not the shipping ticket. I can’t tell if this resulted in double calling or if the notes were just copied and passed from one ticket to another. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
63,346,20,null,12/4/2025 7:15:00 PM,12/9/2025 3:52:27 AM,ADJUSTED,"Did the agent attempt to leave a voicemail/message with the ticket/task contact? I left a voicemail

Overall, did the agent miss any Methods of Contact steps? I did not because I left a voicemail (side note, this basically counts against us twice if we miss one single step. It seems designed to hit us hard)

Was the agent articulate, patient, polite, and professional in tone? I was",I adjusted the score regarding Did the agent attempt to leave a voicemail/message with the ticket/task contact as a call was made and a voicemail left. The agent did not call the customer during business hours per the policy requirements on KB page Methods for Making contact - http://know.crm.dm-us.com/books/job-billing-customer-service/page/methods-for-making-contact. The agent stumbled over a few words while reading the script which may seem like the agent did not have the KB script handy during the call. The original score was 70.03%. Score has been updated.,null
64,349,19,null,12/5/2025 2:37:53 PM,12/9/2025 4:10:39 AM,ADJUSTED,"Because the call details show no audio, I’m requesting clarification on what the issue was with the voicemail. If the system failed to capture the audio or if there was a technical problem with Google Voice, that should not be reflected as an agent error, as I completed the correct workflow and did leave a message.","""I adjusted the score for the question ‘Were any additional numbers found that could be called?’ A Google number was located, contacted, and a voicemail was left, so this item was updated accordingly.

I also adjusted the question ‘At any point during the contact attempt did the agent talk to a person or leave a voicemail/message?’ since the agent did leave a voicemail for the Google contact.

Lastly, I updated ‘Was the task notes field completed properly?’ to Yes, as the notes were documented correctly. The previous comment regarding the Google research can be voided, and the call was verified in the agent’s call log.""The original score was 83.72%. Score has been updated.",null
65,352,20,null,12/5/2025 2:49:26 PM,12/9/2025 4:29:46 AM,ADJUSTED,"Was the proper script followed when leaving a voicemail/message for the ticket/task contact? I changed the script up because we changed the due date and I didn't want the customer to be confused. 

Was I professional? I really would like to see the standards for professionalism at this point. I believe I am professional on all my calls.","""I adjusted the score for the question, ‘Was the proper script followed when leaving a voicemail/message for the ticket/task contact?’ Although the agent used additional wording and alternate phrasing, the message conveyed the required information and maintained alignment with the intent of the script. The added personalization did not alter the meaning of the required content.

I also adjusted the question, ‘Was the agent articulate, patient, polite, and professional in tone?’ After reviewing the call, the agent was clear and understandable throughout the interaction and demonstrated appropriate professionalism.The original score was 87.13%. Score has been updated.",null
66,333,25,null,12/5/2025 3:43:16 PM,12/9/2025 3:38:47 AM,ADJUSTED,"Did the agent demonstrate empathy during the interaction? - No. 

Empathy was not needed for this support interaction as the customer was calling in to report that an issue had been resolved & we could close a ticket. 

Thank you for reviewing this dispute! ",I adjusted the score regarding Did the agent demonstrate empathy during the interaction as it was not required. The original score was 97.90%. Score has been updated.,null
67,362,20,null,12/5/2025 7:27:10 PM,12/9/2025 4:34:58 AM,REJECTED,"Was the agent professional, articulate, polite? I once again am going to dispute this. To the best of my abilities, I am always professional, articulate and polite to our customers.","The score remains unchanged following the review. The agent began by reading the Declined CC script and then switched to the script for terminated service due to non-payment. This indicates the agent did not have the correct KB script readily available during the call. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
68,351,21,null,12/8/2025 2:35:35 PM,12/10/2025 5:35:59 PM,REJECTED,I am not sure why I scored so low for a ticket. There are also open tasks as well. I am working off of Task # 1039594,"The score remains unchanged following the review. The agent did not provide the answer that is being disputed, and the reason per the requirements of the KB page QTIP - How to Accept or Dispute a Completed Review Form - http://know.crm.dm-us.com/books/general-support-instructions/page/qtip-how-to-accept-or-dispute-a-completed-review-form. As a result, the audit score remains as originally assessed.",null
69,376,12,null,12/8/2025 5:03:22 PM,12/9/2025 5:39:24 PM,REJECTED,"Did CSR restate the customer's need before beginning troubleshooting interaction?

Please see where the client asked for credentials, and mentioned they had russound

To this I said ""okay i can provide you with the credentials but i do need to let you know that since it's a russ sound player i'm not we're not trained on how to like physically log in the players. is that okay?""

While this was also confirming with the client that we can not fully troubleshoot, it is also restating the need.

May I please have points for this?","The score remains unchanged following the review. The agent should have restated the customer's need once she learned why the customer called in per the Inbound Call Script KB page - http://know.crm.dm-us.com/books/general-support-instructions/page/inbound-call-script. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
70,385,12,null,12/9/2025 1:43:15 PM,12/10/2025 6:02:27 PM,REJECTED,"This says that Knowledge base was not followed 

However I confirmed the sub was active, got them out of demo mode and checked signal per KB

Then went to no signal as the signal shows at 0%

Proper procedure and script was followed

Please fix","The score remains unchanged following the review. The agent skipped Approach 2 on the Satellite Radio Troubleshoot – Player Stuck in Demo Mode KB page. In addition, when moving to Approach 3, the agent did not use the required scripting from the How to Aim a SiriusXM Antenna KB page and did not ask the customer, 'Is this something you or someone at your location would be able to do?' Instead, the agent offered to email the instructions for the customer and their maintenance person to review independently. Asking this question is essential, as it allows the customer to confirm whether they can or cannot attempt the antenna re-aim themselves. Skipping this step is not aligned with the required troubleshooting process. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
71,395,12,null,12/9/2025 10:00:04 PM,12/10/2025 6:54:42 PM,REJECTED,"Excluding scripting, did the agent use the Knowledge Base correctly?	
I did use the correct steps via knowledge base for a Playback stopped issue

Contact was not with the player, so I gave him steps via email after going over them","The score remains unchanged following the review. The agent did not follow the instruction outlined in the ‘Contact Isn’t Near Device for Support’ section of the KB page Ticket Handling – Do’s and Don’ts - http://know.crm.dm-us.com/books/job-billing-customer-service/page/ticket-handling-dos-and-donts, which requires offering to reach out to an alternate contact who is on-site with the device. During the call, the customer stated they were approximately seven miles from the location, and the agent could have offered to call back once the customer reached the site to perform troubleshooting over the phone and instead information-dumped and relied solely on sending an email. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
72,147,25,null,12/11/2025 3:31:59 PM,12/11/2025 3:44:33 PM,ADJUSTED,"Call was taken as a test call while my genesys app was not working. 
This is not a support interaction taken by me.","On the day of this call, the agent was experiencing technical issues with Genesys beyond his control. Score adjusted ",null
73,422,12,null,12/11/2025 7:19:03 PM,12/17/2025 4:00:08 AM,REJECTED,"Excluding scripting, did the agent use the Knowledge Base correctly?

Excluding scripting, I followed KB to the T

The client said they did not want to add a cc to the file but would just put one one their form
Nothing in KB was missed, even if the script was not strictly followed

Please check into this ","The score remains unchanged following the review. The agent did not Provide a description of how to install the replaced part and ask whether the customer would like to do this themselves or learn about purchasing a service call to handle the work per the requirements of step 3 on KB page Advanced Replacement Warranty Process - The defective item is eligible for advanced replacement - http://know.crm.dm-us.com/books/job-tech-support/page/advanced-replacement-warranty-process-the-defective-item-is-eligible-for-advanced-replacement. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
74,428,16,null,12/11/2025 10:01:41 PM,12/18/2025 5:10:11 AM,ADJUSTED,"On 12/10 I did call google because google, sites and billing group number is the same but I recalled both locations anyway and for site I just call the other number that was different from the others.","I adjusted the score regarding Did the agent attempt to leave a voicemail/message with EVERY site contact associated with the sites on the invoice – the task, customer, and site contact are all the same contact, the agent just worded it weird. The agent did not note google research or why the oogle contact was not called per the requirements of KB page Methods for Making Contact KB page, “Google research” scenario - http://know.crm.dm-us.com/books/job-billing-customer-service/page/methods-for-making-contact so I’ll leave Was the task notes field completed properly  audit score as originally assessed. The original score was 80.15%. Score has been updated.",null
75,373,19,null,12/12/2025 2:17:34 PM,12/16/2025 4:30:05 AM,REJECTED,no audio no transcript ,There is no transcript because or audio because the agent did not reach a contact and the voicemail was full so nothing was said. The audit score remains as originally assessed.,null
76,436,20,null,12/12/2025 5:21:21 PM,12/17/2025 3:02:32 AM,ADJUSTED,Was the proper script followed when leaving a voicemail/message for the ticket/task contact? I used the new script that is in methods of making contact. You can literally see me looking at it on the call. ,"I adjusted the score regarding Was the proper script followed when leaving a voicemail/message for the ticket/task contact and Overall, did the agent miss any Methods of Contact steps. The agent used the new script updated on KB page Call Script: Invoice Generated for if you reach a live person to leave a message with. - http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-invoice-generated. The original score was 77.71%. Score has been updated.",null
77,440,16,null,12/12/2025 6:43:19 PM,12/17/2025 6:01:51 PM,REJECTED,Not sure why I got points taken away from method of contacts when I did reach someone who informed me that CX is out and will return next week and it's not RM yet,"The score remains unchanged following the review. The agent did not use the correct script when the receptionist answered the call and jumped right into the reason for the call instead of asking to speak with the billing contact Alison Corcoran - per the requirements of KB page Call Script: Invoice Generated - http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-invoice-generated. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
78,443,12,null,12/12/2025 9:24:28 PM,12/17/2025 3:14:59 AM,REJECTED,"Excluding scripting, did the agent use the Knowledge Base correctly?

Contact said he wanted to troubleshoot a little later that day. We took the time down and worked with Patricia to have them called back when requested

Per Patricia this was best process

Please fix so the score reflects the previous instructions","The score remains unchanged following the review. The agent did not follow the instruction outlined in the ‘Contact Isn’t Near Device for Support’ section of the KB page Ticket Handling – Do’s and Don’ts - http://know.crm.dm-us.com/books/job-billing-customer-service/page/ticket-handling-dos-and-donts, which requires offering to reach out to an alternate contact who is on-site with the device.  As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
79,444,25,null,12/12/2025 10:02:01 PM,12/17/2025 7:21:29 PM,ADJUSTED,"Did the CS restate customers need during call - No - 
Transcript: ' 'got it and just to make sure that i understand ron i'm gonna be contacting the person of contact at this site to troubleshoot the satellite radio''

This customer called in to inform me to call another POC to discuss the issues with the satellite radio and I confirmed that. Customer did not state the issue with the radio itself. 

Was empathy expressed - No - 

Empathy could not be expressed during this support interaction because the customer stated I needed to follow up with a POC to learn what was wrong with the radio he did not provide an issue that warranted Empathy. ",I adjusted the score regarding Did the agent restate the caller’s need. The agent did not express empathy when the customer expressed frustration per the requirements on KB page Requirements for Building Customer Rapport - http://know.crm.dm-us.com/books/phone-etiquette-tickets-and-tasks/page/requirements-for-building-customer-rapport. The original score was 96.91%. Score has been updated.,null
80,455,12,null,12/15/2025 6:03:02 PM,12/17/2025 3:32:56 AM,ADJUSTED,"Did the agent demonstrate empathy during the interaction?

I said ""I do apologize, but we do not support control4 players.""

This is an apology and demonstrates empathy and a willingness to assist where we can

As for the subclass being wrong, please let me know of a better one for this scenario","I adjusted the score for ‘Was the classification/subclassification set accurately?’ as a new subclass should be created for devices that are not supported by Dynamic Media.
While the agent maintained an empathetic tone throughout the call, there was a missed opportunity to reinforce empathy after the customer stated, ‘even after they’ve logged in, it seems the system is somehow logging them out.’ Acknowledging this concern at that moment would have further demonstrated understanding of the customer’s frustration. The original score was 92.09%. Score has been updated.
",null
81,454,25,null,12/15/2025 6:26:50 PM,12/17/2025 8:43:46 PM,ADJUSTED,"Was the task notes field completed properly? - No. 

Seeking clarity on what's missing from the notes field to make it complete? ",I adjusted the score regarding Was the task notes field completed properly. There are currently no policies that would require the agent to upload a screenshot as an attachment in the ticket. The original score was 94.32%. Score has been updated.,null
82,413,21,null,12/16/2025 9:17:15 PM,12/17/2025 4:17:06 AM,ADJUSTED,"Can we review this. I know there are 2 past due invoices that a service escalation ticket was submitted for, then a new invoice generated for 12/1 and we have not reached research mode yet. ",I had to make several adjustments on this one as the task included past due invoices that were escalated to management and a new 12/1 invoice that did not require research mode at the time. ,null
83,474,18,null,12/17/2025 2:05:51 PM,12/18/2025 5:16:11 AM,REJECTED,"I did contact Regina Capito after I contacted Jennifer Italiano on Monday. I just forgot to notate it but here is the phone call, itself. ","The score remains unchanged following the review. The agent did not call the task contact Jennifer Italiano and there are no notes that explain why billing contact Jennifer Italiano was not called and why Regina Capito was called instead per the requirements of KB page Methods for Making Contact KB page, - http://know.crm.dm-us.com/books/job-billing-customer-service/page/methods-for-making-contact.  As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",/uploads/disputes/attachment-1765980351694-328649304.png
84,478,25,null,12/17/2025 5:05:14 PM,12/17/2025 10:30:18 PM,ADJUSTED,"Was the customer account properly located in the CSR?	
Did the agent determine if this was a new or existing issue/request?
Did the agent restate the caller’s need before beginning the support interaction?

Account was not properly located with the information that the customer provided. I asked probing questions inquiring about primary phone numbers and emails to search an alternative way. The comment for this dispute stated the account was located using the callers ID however I was unaware of this being a method of searching for contacts & did not know this tip could be used to locate customers' accounts. 

Could not determine if the issue was new or existing or restate needs because the account was not located. ","I adjusted the score regarding Was the customer account properly located in the CSR – the agent exhausted ways to search based on KB page How to Search for an Account, we’ll make a KB update to add searching by the number on the caller ID in Genesys. Adjustment made for Did the agent determine if this was a new or existing issue/request and Did the agent restate the caller’s need before beginning the support interaction since the agent never reached these steps during the inbound call process. The original score was 78.79%. Score has been updated.",null
85,481,20,null,12/18/2025 1:23:59 PM,12/19/2025 3:45:27 AM,ADJUSTED,"Did the agent determine if this was a new or existing issue/request? I was unable to ask before he told me what the issue was

Did the agent restate the caller’s need before beginning the support interaction? I did do this, it's literally in the transcription",I adjusted the score regarding Did the agent restate the caller’s need. The agent had an opportunity to confirm if this was a new or existing issue/request but failed to comply with the requirements of KB page Inbound Call Script - http://know.crm.dm-us.com/books/general-support-instructions/page/inbound-call-script. The original score was 88.10%. Score has been updated.,null
86,490,24,null,12/18/2025 4:42:52 PM,12/31/2025 5:55:26 PM,ADJUSTED,"**Was the contact information for transfer destination provided?

I provided CX Selleys ext. in case we got disconnected
","I adjusted the score regarding “Did the agent use the CRM and Knowledge Base correctly,” as a KB update is needed to provide clarity. The original score was 94.16%. Score has been updated.",null
87,529,12,null,12/22/2025 5:08:19 PM,12/31/2025 7:39:54 PM,ADJUSTED,"Was an accurate device ID / username entered?

I dont really mind the score, but I did put in the correct RID. Please have IT look into the ticket save system as this is the 4th ticket I have come across where I KNOW I added the radio info and it did not save.",I adjusted the score regarding Was an accurate device ID / username entered an update to CRM is required to force Device ID in tech support tickets. The original score was 95.70% Score has been updated.,null
88,435,21,null,12/22/2025 8:24:51 PM,12/31/2025 5:49:55 PM,REJECTED,"Please review missed points for methods of contact & task contact. 

I spoke with the contact","The score remains unchanged following the review. The agent did not use the script for leaving a message with someone with calling the billing contact per the KB page Call Script: Invoice Generated - http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-invoice-generated. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
89,411,21,null,12/22/2025 9:03:16 PM,12/31/2025 8:05:05 PM,REJECTED,"Was the ticket notes field completed properly?

Was the ticket resolution set properly?

Was the support interaction documented in an installation support ticket? 

The ticket is not assigned to me and set to ncd 4/26 for reactivation ","The score remains unchanged following the review. The agent did not follow to script or process for when a customer informs us they need to complete a seasonal cancellation per the scenario Temporary Deactivation on KB page Service Cancellation Reasons that Require Handles - http://know.crm.dm-us.com/books/job-billing-customer-service/page/service-cancellation-reasons-that-require-handles. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
90,387,21,null,12/22/2025 9:42:46 PM,12/31/2025 5:16:46 PM,REJECTED,"Points missed for: 

Was the task status set properly? 

Was the task next contact date set properly? ","The score remains unchanged following the review. When the agent learned that the customer was holding off on updating the card she should have used the script for scenario Does not provide updated credit card  on KB page Call Script: Expiring Credit Card - http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-expiring-credit-card and updated the next contact date based on the date the customer provides, it seems like he wanted to be contact closer to renewal in February and if not timeframe provided the agent should have update the status to Exp#2 and Set the next contact date to the date of the next touch in the campaign. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
91,379,21,null,12/22/2025 10:16:47 PM,12/30/2025 8:22:29 PM,REJECTED,"Points missed for: 

Was the support interaction documented in an installation support ticket? 

Was the task notes field completed properly?","The score remains unchanged following the review. Was the support interaction documented in an installation support ticket – this question does not affect your score. For the question Was the task notes field completed properly – the agent did not call the google contact or document why the google contact was not call in the AR task documentation per the requirements of KB page How to Document Methods for Making Contact - http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-document-methods-for-making-contact. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
92,533,19,null,12/30/2025 6:51:51 PM,12/31/2025 6:37:50 PM,ADJUSTED,"am disputing this QA score as there is no audio recording or transcript available, and no customer interaction occurred. A QA score cannot be accurately assessed without verifiable documentation. Please advise how this score was determined or remove the evaluation due to lack of supporting evidence.",I adjusted the score regarding Was the support interaction documented and Was the interaction documented in the proper CRM area (Task / Ticket) – the AR task is documented. The original score was 51.55% Score has been updated.,null
93,540,20,null,12/30/2025 9:33:53 PM,12/31/2025 8:20:12 PM,REJECTED,"Was the ticket next contact date set properly? I closed the ticket because the NCD will run into a declined CC campaign. We should not be calling customers multiple times a day for the same thing in a different font.

Was the ticket status set properly? Yes because the ticket needs to be closed so we do not continue on an issue that we already know more about.

Was the ticket resolution set properly? There is no option for ""Billing Group Update Was Not Necessary"" just one for updated. ","The score remains unchanged following the review. The agent should have asked the customer for the best time to follow up the following week regarding the credit card update, provided the customer with the ticket number, and set the next contact date in the ticket for follow-up, as outlined in the Inbound Call Script KB page (recap scenario). These steps are required to ensure proper follow-through and customer communication. As a result, the required call processes were not fully followed, and the audit score remains as originally assessed.",null
94,541,17,null,12/31/2025 6:44:17 PM,12/31/2025 6:52:12 PM,ADJUSTED,"Was the customer listened to without interruption?
Was confidence demonstrated by the agent?
Did the agent refrain from use of jargon and/or slang?
Was the agent articulate, patient, polite, and professional in tone?
Was appropriate pace, grammar, and diction used?",I adjusted the responses to ‘Yes’ in the CSR Professionalism section based on guidance received from the Quality Assurance Analyst indicating these items needed to be updated accurately. The original score was 81.77%. The score has been updated accordingly.,null
95,184,21,null,1/5/2026 2:48:41 PM,1/16/2026 3:23:33 AM,REJECTED,"Points missed for: ""Excluding scripting, did the agent use the Knowledge Base correctly?""","The score remains unchanged following the review. The agent did not educate the customer on the customer portal for future requests and the agent also did not ask if the existing card on file should be removed per the requirements of KB page How to Add a New Billing Group - http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-add-a-new-billing-group. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
96,361,21,null,1/5/2026 2:50:14 PM,1/16/2026 4:55:25 AM,REJECTED,"Point missed for: ""Was the task notes field completed properly?"" 
","The score remains unchanged following the review. Notes state Google research shows the business is permanently closed when Google actually says it's temporarily closed. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
97,551,19,null,1/5/2026 3:58:16 PM,1/16/2026 3:15:22 PM,REJECTED,unclear of score ,"The score remains unchanged following the review. The agent did not fill out the field with the answer that is being dispute and the reason per the requirements of KB page QTIP - How to Accept or Dispute a Completed Review Form - http://know.crm.dm-us.com/books/general-support-instructions/page/qtip-how-to-accept-or-dispute-a-completed-review-form. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
98,561,17,null,1/5/2026 4:34:42 PM,1/19/2026 5:07:34 PM,ADJUSTED,"Was the proper script followed when leaving a voicemail/message for the ticket/task contact?
Overall, did the agent miss any Methods of Contact steps?
Was the task notes field completed properly?
Was the task status set properly?

Because this was a decline cc task since they have monthly services on this account and we have all been told before if the customer has monthly service to handle the campaign accordingly and I noted the account stating it was a decline cc campaign and updated according to the decline cc calendar. ","I adjusted the score for the following areas: Was the proper script followed when leaving a voicemail/message for the ticket/task contact, Overall, did the agent miss any Methods of Contact steps, Was the task notes field completed properly, and Was the task status set properly. These items were granted an exception for this review. We currently need to establish a clear process for cases where a monthly customer is moved to a check billing group and then placed into the IG campaign.

The original score was 67.43%, and the score has been updated accordingly.",null
99,579,21,null,1/6/2026 8:21:03 PM,1/16/2026 4:26:04 PM,REJECTED,"Points missed for the following; 

Did the agent determine if this was a new or existing issue/request? 

Did the agent follow the approved scripting throughout the call?

Was policy regarding explaining any next steps followed? 

This is someone else's ticket and the customer had already been offered a discounted rate of $26.95, but declined as noted. 
","The score remains unchanged following the review. The agent did not determine if this was a new or existing issue/request or complete a recap with next steps per the requirements of the KB page Inbound Call Script - http://know.crm.dm-us.com/books/general-support-instructions/page/inbound-call-script.  The agent did not use the scripting for cancellation ot offer to Stay on the line to ensure that the customer completes the form per KB page How to Send an Exit Survey - http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-send-an-exit-survey. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
100,559,21,null,1/6/2026 8:25:17 PM,1/16/2026 10:22:52 PM,ADJUSTED,"Missed points for; 

Were the appropriate contact(s) set as inactive? 

Were the contact(s) assigned properly? 

Was the task notes field completed properly? 

Was the support interaction documented in an installation support ticket? 

This is for an Exit Survey. I am not sure what all needs to be noted, but the listed poc: Jane Johnson advised that she would be leaving and requested this account be closed as the new owners will be taking over. ","I adjusted the score regarding Contact Removal – since this is an ownership change, we would leave the contacts (old owners) on this account as is, and the sales rep will add the new owners to the new account. The original score was 79.43% Score has been updated.",null
