id,category_id,question_text,question_type,weight,sort_order,scale_min,scale_max,is_na_allowed,yes_value,no_value,na_value,visible_to_csr
3967,462,Methods of Contact Pass/Fail,SUB_CATEGORY,1.0,30,1,5,0,1,0,0,1
3968,462,"Overall, did the agent miss any Methods of Contact steps?",YES_NO,1.0,31,1,5,0,0,0,0,1
3969,462,Methods of Contact Feedback,TEXT,1.0,32,1,5,0,1,0,0,0
3970,463,Agent Communication - Other Than Appropriate Contact,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3971,463,Did the agent communicate with someone to reach the appropriate billing contact? ,YES_NO,1.0,1,1,5,0,0,0,0,1
3972,463,Did the agent follow the script when communicating with someone to reach the appropriate billing contact?,YES_NO,1.0,2,1,5,0,1,0,0,1
3973,463,Contact Addition,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
3974,463,Was a contact addition needed?,YES_NO,1.0,4,1,5,0,0,0,0,1
3975,463,Did the agent add the new contact(s) to the CRM?,YES_NO,1.0,5,1,5,0,1,0,0,1
3976,463,Contact Removal,SUB_CATEGORY,1.0,6,1,5,0,1,0,0,1
3977,463,Was contact removal needed?,YES_NO,1.0,7,1,5,0,0,0,0,1
3978,463,Were the appropriate contact(s) set as inactive?,YES_NO,1.0,8,1,5,0,1,0,0,1
3979,463,Contact Assignment,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
3980,463,Was contact assignment needed?,YES_NO,1.0,10,1,5,0,0,0,0,1
3981,463,Were the contact(s) assigned properly?,YES_NO,1.0,11,1,5,0,1,0,0,1
3982,463,Contact Management Feedback,TEXT,1.0,12,1,5,0,1,0,0,0
3983,464,Automated Attendant,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3984,464,Did the agent encounter an auto-attendant?,YES_NO,1.0,1,1,5,0,0,0,0,1
3985,464,Was policy regarding auto attendant navigation followed?,YES_NO,1.0,2,1,5,0,1,0,0,1
3986,464,Was policy regarding menu option repeats followed?,YES_NO,1.0,3,1,5,0,1,0,0,1
3987,465,CSR Professionalism,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3988,465,At any point during the contact attempt did the agent talk to a person or leave a voicemail/message?,YES_NO,1.0,1,1,5,0,0,0,0,1
3989,465,Did the agent refrain from use of jargon?,YES_NO,1.0,2,1,5,0,1,0,0,1
3990,465,Did the agent refrain from the use of slang?,YES_NO,1.0,3,1,5,0,1,0,0,1
3991,465,"Was the agent articulate, patient, and polite?",YES_NO,1.0,4,1,5,0,1,0,0,1
3992,465,"Was appropriate pace, grammar, and diction used?",YES_NO,1.0,5,1,5,0,1,0,0,1
3993,465,Professionalism / Rapport Feedback,TEXT,1.0,6,1,5,0,1,0,0,0
3994,466,General Documentation,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3995,466,Was the support interaction documented?,YES_NO,1.0,1,1,5,0,1,0,0,1
3996,466,Was the interaction documented in the proper CRM area (Task / Ticket)?,YES_NO,1.0,2,1,5,0,1,0,0,1
3997,466,Task Specific Documentation,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
3998,466,Was the support interaction documented in a task?,YES_NO,1.0,4,1,5,0,0,0,0,1
3999,466,Was the task assigned to the correct user?,YES_NO,1.0,5,1,5,0,1,0,0,1
4000,466,Was the task notes field completed properly?,YES_NO,1.0,6,1,5,0,1,0,0,1
4001,466,Was the task status set properly?,YES_NO,1.0,7,1,5,0,1,0,0,1
4002,466,Was the task next contact date set properly?,YES_NO,1.0,8,1,5,0,1,0,0,1
4003,466,Ticket Specific Documentation,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
4004,466,Was the support interaction documented in a ticket?,YES_NO,1.0,10,1,5,0,0,0,0,1
4005,466,Was the site selected accurately?,YES_NO,1.0,11,1,5,0,1,0,0,1
4006,466,Was the contact set accurately?,YES_NO,1.0,12,1,5,0,1,0,0,1
4007,466,Was the description completed properly?,YES_NO,1.0,13,1,5,0,1,0,0,1
4008,466,Was the classification / subclassification set accurately?,YES_NO,1.0,14,1,5,0,1,0,0,1
4009,466,Was the ticket assigned to the correct user?,YES_NO,1.0,15,1,5,0,1,0,0,1
4010,466,Was the ticket notes field completed properly?,YES_NO,1.0,16,1,5,0,1,0,0,1
4011,466,Was the ticket status set properly?,YES_NO,1.0,17,1,5,0,1,0,0,1
4012,466,Was the ticket next contact date set properly?,YES_NO,1.0,18,1,5,0,1,0,0,1
4013,466,Was the ticket resolution set properly?,YES_NO,1.0,19,1,5,1,1,0,null,1
4014,466,Tech Support Specific Documentation,SUB_CATEGORY,1.0,20,1,5,0,1,0,0,1
4015,466,Was this a tech support interaction?,YES_NO,1.0,21,1,5,0,0,0,0,1
4016,466,Was the radio type accurately selected in the ticket?,YES_NO,1.0,22,1,5,0,1,0,0,1
4017,466,Was an accurate device ID / username entered?,YES_NO,1.0,23,1,5,0,1,0,0,1
4018,466,Did the troubleshooting approach match the process in the Knowledge Base?,YES_NO,1.0,24,1,5,0,1,0,0,1
4019,466,Invoice Specific Documentation,SUB_CATEGORY,1.0,25,1,5,0,1,0,0,1
4020,466,Was the support interaction documented in an invoice support ticket?,YES_NO,1.0,26,1,5,0,0,0,0,1
4021,466,Was an accurate order number entered?,YES_NO,1.0,27,1,5,0,1,0,0,1
4022,466,Installation Specific Documentation,SUB_CATEGORY,1.0,28,1,5,0,1,0,0,1
4023,466,Was the support interaction documented in an installation support ticket?,YES_NO,1.0,29,1,5,0,0,0,0,1
4024,466,Was the correct job selected?,YES_NO,1.0,30,1,5,0,1,0,0,1
4025,466,Ticket / Task Documentation Feedback,TEXT,1.0,31,1,5,0,1,0,0,0
4026,467,Work From Home Policy,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4027,467,Did the CSR follow all work from home policies?,YES_NO,1.0,1,1,5,0,1,0,0,1
4028,467,Work From Home Policy Feedback,TEXT,1.0,2,1,5,0,1,0,0,0
4029,468,Methods of Contact,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4030,468,What type of ticket or task was the contact attempt related to?,RADIO,1.0,1,1,5,0,1,0,0,1
4031,468,Task Contact,SUB_CATEGORY,1.0,2,1,5,0,1,0,0,1
4032,468,Did the agent attempt to leave a voicemail/message with the ticket/task contact?,YES_NO,1.0,3,1,5,0,1,0,0,1
4033,468,Was the proper script followed when leaving a voicemail/message for the ticket/task contact?,YES_NO,1.0,4,1,5,0,1,0,0,1
4034,468,Main Contact,SUB_CATEGORY,1.0,5,1,5,0,1,0,0,1
4035,468,Does policy require attempting to contact the main contact (name/phone number is different than the task contact)?,YES_NO,1.0,6,1,5,0,0,0,0,1
4036,468,Did the agent attempt to leave a voicemail/message with the main account contact?,YES_NO,1.0,7,1,5,0,1,0,0,1
4037,468,Was the proper script followed when leaving a voicemail/message for the main contact?,YES_NO,1.0,8,1,5,1,1,0,0,1
4038,468,Site Contacts,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
4039,468,Does policy require attempting to contact the site contact(s) (name/phone number is different then the main or task contact)?,YES_NO,1.0,10,1,5,0,0,0,0,1
4040,468,Did the agent attempt to leave a voicemail/message with EVERY site contact associated with the sites on the invoice?,YES_NO,1.0,11,1,5,0,1,0,0,1
4041,468,Was the proper script followed when leaving a voicemail/message for the site contact?,YES_NO,1.0,12,1,5,1,1,0,0,1
4042,468,Google Research,SUB_CATEGORY,1.0,13,1,5,0,1,0,0,1
4043,468,Does policy require trying to find an alternate phone number by googling the site name(s) and line 1 of the site address(es)?,YES_NO,1.0,14,1,5,0,0,0,0,1
4044,468,Were any additional numbers found that could be called?,YES_NO,1.0,15,1,5,0,0,0,0,1
4045,468,Did the agent attempt to leave a voicemail/message with one of the Google contacts?,YES_NO,1.0,16,1,5,0,1,0,0,1
4046,468,Was the proper script followed when leaving a voicemail/message for the Google contact?,YES_NO,1.0,17,1,5,1,1,0,0,1
4047,468,Exit Survey,SUB_CATEGORY,1.0,18,1,5,0,1,0,0,1
4048,468,Did the agent follow the Exit Survey call cadence?,YES_NO,1.0,19,1,5,0,1,0,0,1
4049,468,Did the agent leave a voicemail/message for the Exit Survey task contact?,YES_NO,1.0,20,1,5,0,1,0,0,1
4050,468,Was the proper script followed when leaving a voicemail/message for the Exit Survey task contact?,YES_NO,1.0,21,1,5,0,1,0,0,1
4051,468,Hold to Activate,SUB_CATEGORY,1.0,22,1,5,0,1,0,0,1
4052,468,Did the agent follow policy on Hold to Activate call cadence?,YES_NO,1.0,23,1,5,0,1,0,0,1
4053,468,Did the agent leave a voicemail/message for the Hold to Activate task contact?,YES_NO,1.0,24,1,5,0,1,0,0,1
4054,468,Was the proper script followed when leaving a voicemail/message for the Hold to Activate task contact?,YES_NO,1.0,25,1,5,1,1,0,0,1
4055,468,Tickets,SUB_CATEGORY,1.0,26,1,5,0,1,0,0,1
4056,468,Did the agent follow policy on ticket call cadence?,YES_NO,1.0,27,1,5,0,1,0,0,1
4057,468,Did the agent leave a voicemail/message for the ticket contact?,YES_NO,1.0,28,1,5,0,1,0,0,1
4058,468,Was the proper script followed when leaving a voicemail/message for the ticket contact?,YES_NO,1.0,29,1,5,1,1,0,0,1
4059,468,Methods of Contact Pass/Fail,SUB_CATEGORY,1.0,30,1,5,0,1,0,0,1
4060,468,"Overall, did the agent miss any Methods of Contact steps?",YES_NO,1.0,31,1,5,0,0,0,0,1
4061,468,Methods of Contact Feedback,TEXT,1.0,32,1,5,0,1,0,0,0
4062,469,Agent Communication - Other Than Appropriate Contact,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4063,469,Did the agent communicate with someone to reach the appropriate billing contact? ,YES_NO,1.0,1,1,5,0,0,0,0,1
4064,469,Did the agent follow the script when communicating with someone to reach the appropriate billing contact?,YES_NO,1.0,2,1,5,0,1,0,0,1
4065,469,Contact Addition,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
4066,469,Was a contact addition needed?,YES_NO,1.0,4,1,5,0,0,0,0,1
4067,469,Did the agent add the new contact(s) to the CRM?,YES_NO,1.0,5,1,5,0,1,0,0,1
4068,469,Contact Removal,SUB_CATEGORY,1.0,6,1,5,0,1,0,0,1
4069,469,Was contact removal needed?,YES_NO,1.0,7,1,5,0,0,0,0,1
4070,469,Were the appropriate contact(s) set as inactive?,YES_NO,1.0,8,1,5,0,1,0,0,1
4071,469,Contact Assignment,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
4072,469,Was contact assignment needed?,YES_NO,1.0,10,1,5,0,0,0,0,1
4073,469,Were the contact(s) assigned properly?,YES_NO,1.0,11,1,5,0,1,0,0,1
4074,469,Contact Management Feedback,TEXT,1.0,12,1,5,0,1,0,0,0
4075,470,Automated Attendant,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4076,470,Did the agent encounter an auto-attendant?,YES_NO,1.0,1,1,5,0,0,0,0,1
4077,470,Was policy regarding auto attendant navigation followed?,YES_NO,1.0,2,1,5,0,1,0,0,1
4078,470,Was policy regarding menu option repeats followed?,YES_NO,1.0,3,1,5,0,1,0,0,1
4079,471,CSR Professionalism,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4080,471,At any point during the contact attempt did the agent talk to a person or leave a voicemail/message?,YES_NO,1.0,1,1,5,0,0,0,0,1
4081,471,Did the agent refrain from use of jargon and/or slang?,YES_NO,1.0,2,1,5,0,1,0,0,1
4082,471,"Was the agent articulate, patient, polite, and professional in tone?",YES_NO,1.0,3,1,5,0,1,0,0,1
4083,471,"Was appropriate pace, grammar, and diction used?",YES_NO,1.0,4,1,5,0,1,0,0,1
4084,471,Professionalism / Rapport Feedback,TEXT,1.0,5,1,5,0,1,0,0,0
4085,472,General Documentation,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4086,472,Was the support interaction documented?,YES_NO,1.0,1,1,5,0,1,0,0,1
4087,472,Was the interaction documented in the proper CRM area (Task / Ticket)?,YES_NO,1.0,2,1,5,0,1,0,0,1
4088,472,Task Specific Documentation,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
4089,472,Was the support interaction documented in a task?,YES_NO,1.0,4,1,5,0,0,0,0,1
4090,472,Was the task assigned to the correct user?,YES_NO,1.0,5,1,5,0,1,0,0,1
4091,472,Was the task notes field completed properly?,YES_NO,1.0,6,1,5,0,1,0,0,1
4092,472,Was the task status set properly?,YES_NO,1.0,7,1,5,0,1,0,0,1
4093,472,Was the task next contact date set properly?,YES_NO,1.0,8,1,5,0,1,0,0,1
4094,472,Ticket Specific Documentation,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
4095,472,Was the support interaction documented in a ticket?,YES_NO,1.0,10,1,5,0,0,0,0,1
4096,472,Was the site selected accurately?,YES_NO,1.0,11,1,5,0,1,0,0,1
4097,472,Was the contact set accurately?,YES_NO,1.0,12,1,5,0,1,0,0,1
4098,472,Was the description completed properly?,YES_NO,1.0,13,1,5,0,1,0,0,1
4099,472,Was the classification / subclassification set accurately?,YES_NO,1.0,14,1,5,0,1,0,0,1
4100,472,Was the ticket assigned to the correct user?,YES_NO,1.0,15,1,5,0,1,0,0,1
4101,472,Was the ticket notes field completed properly?,YES_NO,1.0,16,1,5,0,1,0,0,1
4102,472,Was the ticket status set properly?,YES_NO,1.0,17,1,5,0,1,0,0,1
4103,472,Was the ticket next contact date set properly?,YES_NO,1.0,18,1,5,0,1,0,0,1
4104,472,Was the ticket resolution set properly?,YES_NO,1.0,19,1,5,1,1,0,null,1
4105,472,Tech Support Specific Documentation,SUB_CATEGORY,1.0,20,1,5,0,1,0,0,1
4106,472,Was this a tech support interaction?,YES_NO,1.0,21,1,5,0,0,0,0,1
4107,472,Was the radio type accurately selected in the ticket?,YES_NO,1.0,22,1,5,0,1,0,0,1
4108,472,Was an accurate device ID / username entered?,YES_NO,1.0,23,1,5,0,1,0,0,1
4109,472,Did the troubleshooting approach match the process in the Knowledge Base?,YES_NO,1.0,24,1,5,0,1,0,0,1
4110,472,Invoice Specific Documentation,SUB_CATEGORY,1.0,25,1,5,0,1,0,0,1
4111,472,Was the support interaction documented in an invoice support ticket?,YES_NO,1.0,26,1,5,0,0,0,0,1
4112,472,Was an accurate order number entered?,YES_NO,1.0,27,1,5,0,1,0,0,1
4113,472,Installation Specific Documentation,SUB_CATEGORY,1.0,28,1,5,0,1,0,0,1
4114,472,Was the support interaction documented in an installation support ticket?,YES_NO,1.0,29,1,5,0,0,0,0,1
4115,472,Was the correct job selected?,YES_NO,1.0,30,1,5,0,1,0,0,1
4116,472,Ticket / Task Documentation Feedback,TEXT,1.0,31,1,5,0,1,0,0,0
4117,473,Work From Home Policy,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4118,473,Did the CSR follow all work from home policies?,YES_NO,1.0,1,1,5,0,1,0,0,1
4119,473,Work From Home Policy Feedback,TEXT,1.0,2,1,5,0,1,0,0,0
4120,474,Initial Greeting,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4121,474,Was the greeting script followed?,YES_NO,1.0,1,1,5,0,1,0,0,1
4122,474,Was the customer verified properly?,YES_NO,1.0,2,1,5,0,1,0,0,1
4123,474,Initial Greeting / Customer Verification Feedback,TEXT,1.0,3,1,5,0,1,0,0,0
4124,475,Contact Addition,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4125,475,Was contact addition needed?,YES_NO,1.0,1,1,5,0,0,0,0,1
4126,475,Was the contact added new contact(s) to the CRM?,YES_NO,1.0,2,1,5,0,1,0,0,1
4127,475,Contact Removal,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
4128,475,Was contact removal needed?,YES_NO,1.0,4,1,5,0,0,0,0,1
4129,475,Were the appropriate contact(s) set as inactive?,YES_NO,1.0,5,1,5,0,1,0,0,1
4130,475,Contact Assignment,SUB_CATEGORY,1.0,6,1,5,0,1,0,0,1
4131,475,Was contact assignment needed?,YES_NO,1.0,7,1,5,0,0,0,0,1
4132,475,Were the contact(s) assigned properly?,YES_NO,1.0,8,1,5,0,1,0,0,1
4133,475,Contact Management Feedback,TEXT,1.0,9,1,5,0,1,0,0,0
4134,476,General Knowledge,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4135,476,Were the CRM tools used correctly?,YES_NO,1.0,1,1,5,0,1,0,0,1
4136,476,Did the CSR complete CRM actions in a prompt timeframe?,YES_NO,1.0,2,1,5,0,1,0,0,1
4137,476,Product Knowledge,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
4138,476,Was product knowledge needed for this support interaction? ,YES_NO,1.0,4,1,5,0,0,0,0,1
4139,476,Were descriptions of product features and functions accurate?,YES_NO,1.0,5,1,5,0,1,0,0,1
4140,476,Were descriptions of product features and functions easy to understand?,YES_NO,1.0,6,1,5,0,1,0,0,1
4141,476,Were all of the customer's questions fully addressed?,YES_NO,1.0,7,1,5,0,1,0,0,1
4142,476,Were all of the customer's questions addressed promptly?,YES_NO,1.0,8,1,5,0,1,0,0,1
4143,476,Service Knowledge,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
4144,476,Was service knowledge needed for this support interaction?,YES_NO,1.0,10,1,5,0,0,0,0,1
4145,476,Were descriptions of service features and functions accurate?,YES_NO,1.0,11,1,5,0,1,0,0,1
4146,476,Were descriptions of service features and functions easy to understand?,YES_NO,1.0,12,1,5,0,1,0,0,1
4147,476,Were all of the customer's questions fully addressed?,YES_NO,1.0,13,1,5,0,1,0,0,1
4148,476,Were all of the customer's questions addressed promptly?,YES_NO,1.0,14,1,5,0,1,0,0,1
4149,476,Problem Solving Ability,SUB_CATEGORY,1.0,15,1,5,0,1,0,0,1
4150,476,Did the support interaction require problem solving?,YES_NO,1.0,16,1,5,0,0,0,0,1
4151,476,Were appropriate and relevant questions asked?,YES_NO,1.0,17,1,5,0,1,0,0,1
4152,476,Was ownership of the problem taken?,YES_NO,1.0,18,1,5,0,1,0,0,1
4153,476,Were the customer's needs restated?,YES_NO,1.0,19,1,5,0,1,0,0,1
4154,476,Were timeframes regarding support actions provided?,YES_NO,1.0,20,1,5,0,1,0,0,1
4155,476,Knowledge and Problem Solving Feedback,TEXT,1.0,21,1,5,0,1,0,0,0
4156,477,On Hold Procedure,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4157,477,Did the CSR put the customer on hold?,YES_NO,1.0,1,1,5,0,0,0,0,1
4158,477,Was permission to put the customer on hold asked?,YES_NO,1.0,2,1,5,0,1,0,0,1
4159,477,Was an expected wait time for the hold provided?,YES_NO,1.0,3,1,5,0,1,0,0,1
4160,477,Was the customer thanked for waiting when returning to the call?,YES_NO,1.0,4,1,5,0,1,0,0,1
4161,477,Call Transfer Procedure,SUB_CATEGORY,1.0,5,1,5,0,0,0,0,1
4162,477,Did a call transfer take place during the call?,YES_NO,1.0,6,1,5,0,0,0,0,1
4163,477,Was the reason for the transfer explained?,YES_NO,1.0,7,1,5,0,1,0,0,1
4164,477,Was the contact information for transfer destination provided?,YES_NO,1.0,8,1,5,0,1,0,0,1
4165,477,Was the customer's consent to transfer confirmed?,YES_NO,1.0,9,1,5,0,1,0,0,1
4166,477,Was the customer thanked for their patience?,YES_NO,1.0,10,1,5,0,1,0,0,1
4167,477,Transfer Procedure / Hold Feedback,TEXT,1.0,11,1,5,0,1,0,0,0
4168,478,Wrap-Up Process,YES_NO,1.0,0,1,5,0,1,0,0,1
4169,478,Were actions taken on behalf of customer restated?,YES_NO,1.0,1,1,5,0,1,0,0,1
4170,478,Was policy regarding explaining any next steps followed?,YES_NO,1.0,2,1,5,0,1,0,0,1
4171,478,Was the customer asked if they needed any additional assistance?,YES_NO,1.0,3,1,5,0,1,0,0,1
4172,478,Was the customer thanked for choosing Dynamic Media?,YES_NO,1.0,4,1,5,0,1,0,0,1
4173,478,Did the agent wait for the customer to hang up first?,YES_NO,1.0,5,1,5,0,1,0,0,1
4174,478,Wrap-Up Process Feedback,TEXT,1.0,6,1,5,0,1,0,0,0
4175,479,CSR Professionalism,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4176,479,Was the customer listened to without interruption?,YES_NO,1.0,1,1,5,0,1,0,0,1
4177,479,Was confidence demonstrated by the agent?,YES_NO,1.0,2,1,5,0,1,0,0,1
4178,479,Did the agent refrain from use of jargon?,YES_NO,1.0,3,1,5,0,1,0,0,1
4179,479,Did the agent refrain from the use of slang?,YES_NO,1.0,4,1,5,0,1,0,0,1
4180,479,"Was the agent articulate, patient, and polite?",YES_NO,1.0,5,1,5,0,1,0,0,1
4181,479,"Was appropriate pace, grammar, and diction used?",YES_NO,1.0,6,1,5,0,1,0,0,1
4182,479,Building Rapport,SUB_CATEGORY,1.0,7,1,5,0,1,0,0,1
4183,479,Was the customer’s first name used?,YES_NO,1.0,8,1,5,0,1,0,0,1
4184,479,Was empathy with customer’s situation demonstrated?,YES_NO,1.0,9,1,5,0,1,0,null,1
4185,479,Were appropriate “verbal nods” used?,YES_NO,1.0,10,1,5,0,1,0,0,1
4186,479,Did the agent show interest in what the customer said?,YES_NO,1.0,11,1,5,0,1,0,0,1
4187,479,Did the agent use positive scripting?,YES_NO,1.0,12,1,5,0,1,0,0,1
4188,479,Professionalism / Rapport Feedback,TEXT,1.0,13,1,5,0,1,0,0,0
4189,480,General Documentation,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4190,480,Was the support interaction documented?,YES_NO,1.0,1,1,5,0,1,0,0,1
4191,480,Was the interaction documented in the proper CRM area (Task / Ticket)?,YES_NO,1.0,2,1,5,0,1,0,0,1
4192,480,Task Specific Documentation,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
4193,480,Was the support interaction documented in a task?,YES_NO,1.0,4,1,5,0,0,0,0,1
4194,480,Was the task assigned to the correct user?,YES_NO,1.0,5,1,5,0,1,0,0,1
4195,480,Was the task notes field completed properly?,YES_NO,1.0,6,1,5,0,1,0,0,1
4196,480,Was the task status set properly?,YES_NO,1.0,7,1,5,0,1,0,0,1
4197,480,Was the task next contact date set properly?,YES_NO,1.0,8,1,5,0,1,0,0,1
4198,480,Ticket Specific Documentation,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
4199,480,Was the support interaction documented in a ticket?,YES_NO,1.0,10,1,5,0,0,0,0,1
4200,480,Was the site selected accurately?,YES_NO,1.0,11,1,5,0,1,0,0,1
4201,480,Was the contact set accurately?,YES_NO,1.0,12,1,5,0,1,0,0,1
4202,480,Was the description completed properly?,YES_NO,1.0,13,1,5,0,1,0,0,1
4203,480,Was the classification / subclassification set accurately?,YES_NO,1.0,14,1,5,0,1,0,0,1
4204,480,Was the ticket assigned to the correct user?,YES_NO,1.0,15,1,5,0,1,0,0,1
4205,480,Was the ticket notes field completed properly?,YES_NO,1.0,16,1,5,0,1,0,0,1
4206,480,Was the ticket status set properly?,YES_NO,1.0,17,1,5,0,1,0,0,1
4207,480,Was the ticket next contact date set properly?,YES_NO,1.0,18,1,5,0,1,0,0,1
4208,480,Tech Support Specific Documentation,SUB_CATEGORY,1.0,19,1,5,0,1,0,0,1
4209,480,Was this a tech support interaction?,YES_NO,1.0,20,1,5,0,0,0,0,1
4210,480,Was the radio type accurately selected in the ticket?,YES_NO,1.0,21,1,5,0,1,0,0,1
4211,480,Was an accurate device ID / username entered?,YES_NO,1.0,22,1,5,0,1,0,0,1
4212,480,Did the description field include the error indicator status?,YES_NO,1.0,23,1,5,0,1,0,0,1
4213,480,Did the troubleshooting approach match the process in the Knowledge Base?,YES_NO,1.0,24,1,5,0,1,0,0,1
4214,480,Invoice Specific Documentation,SUB_CATEGORY,1.0,25,1,5,0,1,0,0,1
4215,480,Was the support interaction documented in an invoice support ticket?,YES_NO,1.0,26,1,5,0,0,0,0,1
4216,480,Was an accurate order number entered?,YES_NO,1.0,27,1,5,0,1,0,0,1
4217,480,Installation Specific Documentation,SUB_CATEGORY,1.0,28,1,5,0,1,0,0,1
4218,480,Was the support interaction documented in an installation support ticket?,YES_NO,1.0,29,1,5,0,0,0,0,1
4219,480,Was the correct job selected?,YES_NO,1.0,30,1,5,0,1,0,0,1
4220,480,Ticket / Task Documentation Feedback,TEXT,1.0,31,1,5,0,1,0,0,0
4221,481,Work From Home Policy,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4222,481,Did the CSR follow all work from home policies?,YES_NO,1.0,1,1,5,0,1,0,0,1
4223,481,Work From Home Policy Feedback,TEXT,1.0,2,1,5,0,1,0,0,0
4224,482,Initial Greeting,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4225,482,Was the greeting script followed?,YES_NO,1.0,1,1,5,0,1,0,0,1
4226,482,Was the customer verified properly?,YES_NO,1.0,2,1,5,0,1,0,0,1
4227,482,Initial Greeting / Customer Verification Feedback,TEXT,1.0,3,1,5,0,1,0,0,0
4228,483,Contact Addition,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4229,483,Was contact addition needed?,YES_NO,1.0,1,1,5,0,0,0,0,1
4230,483,Was the contact added new contact(s) to the CRM?,YES_NO,1.0,2,1,5,0,1,0,0,1
4231,483,Contact Removal,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
4232,483,Was contact removal needed?,YES_NO,1.0,4,1,5,0,0,0,0,1
4233,483,Were the appropriate contact(s) set as inactive?,YES_NO,1.0,5,1,5,0,1,0,0,1
4234,483,Contact Assignment,SUB_CATEGORY,1.0,6,1,5,0,1,0,0,1
4235,483,Was contact assignment needed?,YES_NO,1.0,7,1,5,0,0,0,0,1
4236,483,Were the contact(s) assigned properly?,YES_NO,1.0,8,1,5,0,1,0,0,1
4237,483,Contact Management Feedback,TEXT,1.0,9,1,5,0,1,0,0,0
4238,484,General Knowledge,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
4239,484,Did the agent use the CRM and Knowledge Base correctly?,YES_NO,1.0,1,1,5,0,1,0,0,1
4240,484,Did the agent follow the approved scripting throughout the call?,YES_NO,1.0,2,1,5,1,1,0,null,1
4241,484,Did the CSR complete CRM actions in a prompt timeframe?,YES_NO,1.0,3,1,5,0,1,0,0,1
4242,484,Product Knowledge,SUB_CATEGORY,1.0,4,1,5,0,1,0,0,1
4243,484,Was product knowledge needed for this support interaction? ,YES_NO,1.0,5,1,5,0,0,0,0,1
4244,484,Were descriptions of product features and functions accurate?,YES_NO,1.0,6,1,5,0,1,0,0,1
4245,484,Were descriptions of product features and functions easy to understand?,YES_NO,1.0,7,1,5,0,1,0,0,1
4246,484,Were all of the customer's questions fully addressed?,YES_NO,1.0,8,1,5,0,1,0,0,1
4247,484,Were all of the customer's questions addressed promptly?,YES_NO,1.0,9,1,5,0,1,0,0,1
4248,484,Service Knowledge,SUB_CATEGORY,1.0,10,1,5,0,1,0,0,1
4249,484,Was service knowledge needed for this support interaction?,YES_NO,1.0,11,1,5,0,0,0,0,1
4250,484,Were descriptions of service features and functions accurate?,YES_NO,1.0,12,1,5,0,1,0,0,1
4251,484,Were descriptions of service features and functions easy to understand?,YES_NO,1.0,13,1,5,0,1,0,0,1
4252,484,Were all of the customer's questions fully addressed?,YES_NO,1.0,14,1,5,0,1,0,0,1
4253,484,Were all of the customer's questions addressed promptly?,YES_NO,1.0,15,1,5,0,1,0,0,1
4254,484,Problem Solving Ability,SUB_CATEGORY,1.0,16,1,5,0,1,0,0,1
4255,484,Did the support interaction require problem solving?,YES_NO,1.0,17,1,5,0,0,0,0,1
4256,484,Were appropriate and relevant questions asked?,YES_NO,1.0,18,1,5,0,1,0,0,1
4257,484,Was ownership of the problem taken?,YES_NO,1.0,19,1,5,0,1,0,0,1
4258,484,Were the customer's needs restated?,YES_NO,1.0,20,1,5,0,1,0,0,1
4259,484,Were timeframes regarding support actions provided?,YES_NO,1.0,21,1,5,0,1,0,0,1
4260,484,Knowledge and Problem Solving Feedback,TEXT,1.0,22,1,5,0,1,0,0,0
